City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
148,kerman,30.2832,57.0788,69.66,28,0,4.61,IR,1717300621
149,kharan,28.5833,65.4167,89.37,7,0,8.86,PK,1717300621
150,santa cruz de tenerife,28.4682,-16.2546,68.31,94,100,20.71,ES,1717300622
151,mbala,-8.8402,31.3659,56.53,80,46,6.53,ZM,1717300622
152,ituango,7.1712,-75.764,68.14,99,88,0.98,CO,1717300622
153,nyagan,62.1406,65.3936,41.5,58,85,5.17,RU,1717300622
154,persembe,41.0656,37.7714,65.55,53,0,4.61,TR,1717300622
155,touros,-5.1989,-35.4608,76.14,91,43,9.17,BR,1717300622
156,lobujya,27.95,86.8167,30.94,88,99,6.02,NP,1717300622
157,hamilton,39.1834,-84.5333,65.39,89,100,16.11,US,1717300623
158,qaqortoq,60.7167,-46.0333,35.02,98,100,5.64,GL,1717300623
159,forster,-32.1667,152.5167,60.39,76,91,13.56,AU,1717300623
160,yermolayevo,52.7167,55.8,67.23,70,48,1.57,RU,1717300623
161,ostrogozhsk,50.8664,39.0756,67.59,76,10,4.25,RU,1717300623
162,pokachi,61.7198,75.3683,39.51,58,82,10.89,RU,1717300623
163,alofi,-19.0595,-169.9187,71.49,83,20,12.66,NU,1717300623
164,makurazaki,31.2667,130.3167,70.2,67,100,10.78,JP,1717300623
165,bryne,58.7354,5.6477,54.95,89,55,16.11,NO,1717300624
166,carauari,-4.8828,-66.8958,77.83,77,97,1.21,BR,1717300624
167,dazuocun,24.8862,118.9643,70.97,96,100,29.55,CN,1717300624
168,vieux-habitants,16.0589,-61.7659,81.72,81,78,12.28,GP,1717300624
169,kirensk,57.7853,108.1119,47.97,90,100,1.99,RU,1717300624
170,nuriootpa,-34.4833,139.0,58.55,43,0,7.18,AU,1717300624
171,lagos,6.5833,3.75,78.93,91,84,4.45,NG,1717300466
172,stanley,54.868,-1.6985,42.82,96,4,2.3,GB,1717300624
173,lerwick,60.1545,-1.1494,51.8,85,94,12.8,GB,1717300624
174,lazaro cardenas,17.9583,-102.2,79.7,76,53,2.57,MX,1717300610
175,vilyuchinsk,52.9306,158.4028,61.07,59,29,5.75,RU,1717300625
176,isafjordur,66.0755,-23.124,40.26,82,100,10.63,IS,1717300625
177,kruisfontein,-34.0033,24.7314,60.89,90,100,25.48,ZA,1717300625
178,sisimiut,66.9395,-53.6735,26.11,80,28,5.97,GL,1717300625
179,uzice,43.8586,19.8488,59.04,85,85,4.0,RS,1717300625
180,yatou,37.15,122.3833,82.27,28,100,4.61,CN,1717300626
181,turinsk,58.0458,63.696,57.13,48,66,5.7,RU,1717300626
182,kudymkar,59.0173,54.656,63.45,53,36,3.85,RU,1717300626
183,port saint john's,-31.6229,29.5448,65.59,92,100,7.87,ZA,1717300626
184,aasiaat,68.7098,-52.8699,27.23,77,100,7.45,GL,1717300626
185,santana,-0.0583,-51.1817,80.78,89,20,4.61,BR,1717300626
186,lensk,60.7253,114.9278,71.2,37,100,4.29,RU,1717300626
187,port elizabeth,-33.918,25.5701,63.1,88,100,25.32,ZA,1717300626
188,saint-pierre,-21.3393,55.4781,69.48,60,0,9.22,RE,1717300627
189,woodlake,37.4211,-77.6793,67.06,79,0,0.0,US,1717300627
190,sitangkai,4.6628,119.3928,84.83,70,90,3.24,PH,1717300627
191,atafu village,-8.5421,-172.5159,83.61,73,20,3.98,TK,1717300627
192,yaren,-0.5472,166.916,84.51,74,18,12.97,NR,1717300627
193,badger,64.8,-147.5333,75.11,33,40,8.05,US,1717300627
194,moose jaw,50.4001,-105.5344,57.45,35,42,5.75,CA,1717300627
195,ilulissat,69.2167,-51.1,21.22,85,97,4.79,GL,1717300627
196,yamada,39.4667,141.95,56.08,95,100,4.99,JP,1717300628
197,chonchi,-42.6128,-73.8092,42.01,95,36,1.39,CL,1717300628
198,kozhevnikovo,56.2589,83.9714,61.25,52,33,8.41,RU,1717300628
199,harper,4.375,-7.7169,77.13,92,100,6.24,LR,1717300628
200,ambovombe,-25.1667,46.0833,65.68,53,0,4.03,MG,1717300628
201,hithadhoo,-0.6,73.0833,85.32,69,67,13.06,MV,1717300628
202,vera,-29.4593,-60.2126,63.03,89,28,8.81,AR,1717300628
203,buchanan,5.8808,-10.0467,76.98,92,100,2.21,LR,1717300628
204,new plymouth,-39.0667,174.0833,58.32,68,100,9.98,NZ,1717300629
205,mejit,10.2753,170.8646,82.98,80,15,15.01,MH,1717300629
206,walvis bay,-22.9575,14.5053,41.95,70,0,5.75,NA,1717300629
207,victoria point,-27.5833,153.3,73.56,58,59,1.99,AU,1717300629
208,turpan,42.9333,89.1667,90.27,16,21,4.83,CN,1717300629
209,big spring,32.2504,-101.4787,82.85,57,0,18.41,US,1717300433
210,demirci,39.0461,28.6589,67.32,48,2,4.38,TR,1717300629
211,petropavlovsk-kamchatsky,53.0452,158.6483,59.59,36,20,13.42,RU,1717300630
212,sarmanovo,55.2553,52.5891,70.48,69,0,7.52,RU,1717300630
213,hilsa,25.3167,85.2833,91.33,29,98,3.47,IN,1717300630
214,fortuna,40.5982,-124.1573,57.92,89,100,6.91,US,1717300630
215,bardai,11.65,7.2333,78.75,66,39,9.64,NG,1717300630
216,aksu,41.1231,80.2644,70.41,36,100,2.8,CN,1717300631
217,axim,4.8699,-2.2405,78.44,88,100,7.7,GH,1717300631
218,bonthe,7.5264,-12.505,78.4,89,100,1.77,SL,1717300631
219,livingstone,-17.8419,25.8543,58.46,58,0,3.36,ZM,1717300631
220,bubaque,11.2833,-15.8333,78.6,79,92,16.2,GW,1717300631
221,port macquarie,-31.4333,152.9167,63.9,85,74,9.44,AU,1717300632
222,kayangel,8.0823,134.7173,84.11,75,79,3.58,PW,1717300632
223,querqueville,49.6625,-1.6912,53.28,87,20,5.75,FR,1717300632
224,road town,18.4167,-64.6167,81.34,80,100,18.1,VG,1717300632
225,vadso,70.0744,29.7487,43.68,100,100,6.91,NO,1717300632
226,caconda,-13.7333,15.0667,45.18,71,0,5.48,AO,1717300632
227,freetown,8.484,-13.2299,80.31,83,75,9.22,SL,1717300632
228,aosta,45.7667,7.4167,41.99,76,61,2.48,IT,1717300633
229,loch garman,52.3342,-6.4575,52.21,100,7,5.01,IE,1717300633
230,fale old settlement,-9.3852,-171.2468,84.38,71,87,6.87,TK,1717300633
231,morehead city,34.7229,-76.726,73.4,70,0,5.99,US,1717300573
232,mahdia,35.5047,11.0622,71.55,89,31,9.48,TN,1717300633
233,sparti,37.0733,22.4297,66.96,53,9,2.13,GR,1717300633
234,roma,43.2128,-75.4557,58.73,73,0,4.61,US,1717300633
235,college,64.8569,-147.8028,75.18,30,100,8.05,US,1717300633
236,pindushi,62.9152,34.58,64.31,78,79,5.06,RU,1717300634
237,arkalyk,50.2486,66.9114,56.28,66,0,13.15,KZ,1717300634
238,rio gallegos,-51.6226,-69.2181,33.85,93,75,11.5,AR,1717300454
239,soio,-6.1349,12.3689,74.53,81,35,7.27,AO,1717300634
240,port alfred,-33.5906,26.891,60.19,100,100,11.01,ZA,1717300634
241,bikenibeu village,1.3673,173.1241,87.76,70,40,12.66,KI,1717300634
242,cockburn town,21.4612,-71.1419,81.28,75,100,14.03,TC,1717300634
243,north bay,46.3168,-79.4663,57.22,71,100,2.3,CA,1717300061
244,amursk,50.2261,136.8994,53.98,66,96,21.05,RU,1717300635
245,mar del plata,-38.0023,-57.5575,49.08,89,0,4.61,AR,1717300545
246,bandar-e lengeh,26.5579,54.8807,89.71,74,0,6.91,IR,1717300635
247,sabang,5.8933,95.3214,86.14,63,100,2.15,ID,1717300527
248,chernyshevsk,52.5243,117.0174,81.07,25,25,6.6,RU,1717300635
249,codrington,-38.2667,141.9667,54.52,67,100,9.48,AU,1717300635
250,genhe,50.7833,121.5167,79.32,20,51,8.55,CN,1717300635
251,west mersea,51.778,0.9187,53.96,94,6,12.03,GB,1717300635
252,tolanaro,-25.0319,46.9987,59.07,94,0,0.0,MG,1717300635
253,namtsy,62.7161,129.6658,71.17,19,4,7.61,RU,1717300636
254,villajoyosa,38.5075,-0.2335,66.94,73,50,11.81,ES,1717300636
255,magadan,59.5667,150.8,60.53,54,92,7.49,RU,1717300582
256,las terrenas,19.311,-69.5428,78.33,89,99,4.32,DO,1717300636
257,tarko-sale,64.9225,77.785,33.6,77,100,23.67,RU,1717300636
258,yemetsk,63.4721,41.7941,69.1,63,38,5.14,RU,1717300636
259,usinsk,65.9939,57.5281,37.9,69,45,5.5,RU,1717300636
260,taunggyi,20.7833,97.0333,77.11,73,99,5.44,MM,1717300637
261,castillos,-34.1667,-53.8333,53.64,97,70,6.2,UY,1717300637
262,northam,51.0333,-4.2167,55.65,88,29,4.07,GB,1717300637
263,san cristobal,7.7669,-72.225,77.18,99,100,5.21,VE,1717300637
264,brisas de zicatela,15.8369,-97.0419,83.48,73,100,4.7,MX,1717300637
265,howard springs,-12.497,131.047,85.98,67,0,10.69,AU,1717300637
266,la libertad,-2.2333,-80.9,71.56,87,100,12.73,EC,1717300638
267,jiuquan,39.7432,98.5174,79.34,13,23,8.97,CN,1717300638
268,new norfolk,-42.7826,147.0587,53.92,53,5,1.25,AU,1717300638
269,lecheng,25.1238,113.3254,80.51,80,88,5.41,CN,1717300638
270,jangipur,24.4667,88.0667,94.01,57,18,8.79,IN,1717300638
271,chitipa,-9.7024,33.2697,55.22,95,20,4.43,MW,1717300638
272,le port,-20.9373,55.2919,71.56,66,6,6.29,RE,1717300568
273,jiaxing,30.7522,120.75,75.04,53,69,11.95,CN,1717300638
274,nova sintra,14.8667,-24.7167,74.98,75,7,9.24,CV,1717300639
275,n'zeto,-7.2312,12.8666,72.91,84,54,7.2,AO,1717300639
276,fedorovskiy,45.0972,40.9517,65.48,74,0,5.64,RU,1717300639
277,dongola,19.1667,30.4833,81.72,17,27,10.33,SD,1717300639
278,boca suno,-0.7167,-77.1333,72.75,97,100,1.25,EC,1717300639
279,grants,35.1473,-107.8514,71.83,8,0,6.91,US,1717300639
280,taksimo,56.3444,114.8794,75.51,40,97,3.62,RU,1717300639
281,sambava,-14.2667,50.1667,74.01,87,57,11.92,MG,1717300640
282,singaraja,-8.112,115.0882,84.31,79,72,0.04,ID,1717300640
283,east london,-33.0153,27.9116,63.54,100,100,18.41,ZA,1717300640
284,basco,20.4487,121.9702,85.26,75,81,10.2,PH,1717300640
285,queenstown,-31.8976,26.8753,52.21,94,100,6.89,ZA,1717300640
286,cidreira,-30.1811,-50.2056,59.41,79,1,3.2,BR,1717300640
287,pechora,65.1472,57.2244,37.85,92,40,5.01,RU,1717300640
288,xichang,27.8964,102.2634,63.48,90,100,1.99,CN,1717300640
289,haiku-pauwela,20.9219,-156.3051,78.82,80,20,26.46,US,1717300641
290,varna,43.2167,27.9167,70.88,88,19,2.3,BG,1717300547
291,ilabaya,-17.4208,-70.5133,64.92,36,0,1.05,PE,1717300641
292,yuzhno-kurilsk,44.0306,145.8556,50.38,58,67,10.56,RU,1717300641
293,salmon arm,50.6998,-119.3024,60.12,82,100,1.14,CA,1717300451
294,junction city,39.0286,-96.8314,75.06,73,0,6.91,US,1717300510
295,manokwari,-0.8667,134.0833,83.12,74,82,5.44,ID,1717300641
296,quellon,-43.1167,-73.6167,43.05,87,28,5.37,CL,1717300641
297,gangneung,37.7556,128.8961,64.96,82,100,5.23,KR,1717300642
298,kuqa,41.7278,82.9364,75.27,26,63,3.87,CN,1717300642
299,sakakah,29.9697,40.2064,76.57,17,0,8.97,SA,1717300642
300,farafangana,-22.8167,47.8333,68.79,88,15,4.09,MG,1717300642
301,kone,-21.0595,164.8658,81.14,56,4,11.92,NC,1717300642
302,sao miguel do araguaia,-13.275,-50.1628,70.66,46,0,6.24,BR,1717300642
303,leava,-14.3,-178.1667,82.04,76,61,23.2,WF,1717300642
304,selfoss,63.9331,-20.9971,45.05,86,49,19.04,IS,1717300643
305,horta,38.5333,-28.6333,66.02,88,69,11.01,PT,1717300643
306,degerfors,59.238,14.4308,62.69,77,19,4.74,SE,1717300643
307,netanya,32.3329,34.8599,68.95,74,0,6.67,IL,1717300643
308,richards bay,-28.783,32.0377,66.47,88,71,4.61,ZA,1717300643
309,huarmey,-10.0681,-78.1522,63.91,86,9,7.18,PE,1717300643
310,vilyuysk,63.7553,121.6247,75.99,32,97,8.01,RU,1717300643
311,acapulco de juarez,16.8634,-99.8901,77.88,76,100,3.38,MX,1717300532
312,tannum sands,-23.9504,151.3693,77.76,49,75,9.22,AU,1717300643
313,cooma,-36.2333,149.1333,43.83,76,98,12.48,AU,1717300644
314,muroto-misakicho,33.2833,134.15,70.86,76,100,18.43,JP,1717300644
315,palmer,42.1584,-72.3287,63.86,73,0,0.0,US,1717300644
316,tual,-5.6667,132.75,81.88,83,55,21.18,ID,1717300644
317,safaga,26.7292,33.9365,83.95,33,0,18.19,EG,1717300644
318,gandajika,-6.75,23.95,70.54,82,80,2.01,CD,1717300644
319,banda aceh,5.5577,95.3222,86.74,55,100,2.93,ID,1717300644
320,briancon,44.9,6.65,47.5,94,20,4.5,FR,1717300645
321,sao jose da coroa grande,-8.8978,-35.1478,77.02,87,23,9.06,BR,1717300645
322,kuruman,-27.4524,23.4325,47.98,53,99,5.82,ZA,1717300645
323,bengkulu,-3.8004,102.2655,82.62,84,64,2.75,ID,1717300645
324,bullsbrook,-31.6667,116.0,68.05,56,100,19.57,AU,1717300645
325,zapadnaya dvina,56.259,32.0745,63.01,86,98,2.93,RU,1717300645
326,kandyagash,49.4744,57.4233,74.03,50,100,4.7,KZ,1717300645
327,mandalgovi,45.7625,106.2708,68.52,28,55,15.39,MN,1717300646
328,pontes e lacerda,-15.2261,-59.3353,67.21,63,34,2.64,BR,1717300646
329,ebolowa,2.9,11.15,70.09,100,100,0.74,CM,1717300646
330,arkhangel'sk,64.5401,40.5433,68.11,64,0,6.71,RU,1717300646
331,tura,25.5198,90.2201,83.66,81,19,5.77,IN,1717300646
332,la passe,45.5549,-0.8967,57.43,88,88,10.2,FR,1717300646
333,mana,5.6592,-53.7767,77.5,91,100,6.2,GF,1717300646
334,asaita,11.5636,41.4394,90.57,34,62,2.93,ET,1717300646
335,tommot,58.9564,126.2925,68.83,40,10,11.43,RU,1717300647
336,talcahuano,-36.7167,-73.1167,44.28,81,94,3.44,CL,1717300647
337,sungurlu,40.1675,34.3739,67.84,50,0,1.52,TR,1717300647
338,san patricio,28.017,-97.5169,84.15,84,14,12.06,US,1717300647
339,kameda-honcho,37.8667,139.1167,61.92,94,75,6.91,JP,1717300647
340,saint-joseph,-21.3667,55.6167,68.38,70,10,3.67,RE,1717300647
341,ponta delgada,37.7333,-25.6667,65.19,82,40,5.75,PT,1717300635
342,saryaghash,41.45,69.1667,80.53,22,52,3.91,KZ,1717300647
343,medina,24.4686,39.6142,93.63,9,0,18.41,SA,1717300648
344,mirny,62.5353,113.9611,63.59,33,45,6.44,RU,1717300648
345,saguenay,48.4168,-71.0657,60.91,41,40,13.8,CA,1717300648
346,tsiombe,-25.3,45.4833,64.6,67,0,1.05,MG,1717300648
347,borgarnes,64.5383,-21.9206,46.45,86,99,14.36,IS,1717300648
348,malibu,34.005,-118.8101,64.85,90,1,3.0,US,1717300482
349,nantucket,41.2835,-70.0995,57.25,82,0,13.8,US,1717300649
350,margate,51.3813,1.3862,53.91,76,76,8.99,GB,1717300168
351,mata-utu,-13.2816,-176.1745,81.97,76,100,14.2,WF,1717300649
352,waingapu,-9.6567,120.2641,86.27,67,47,17.81,ID,1717300649
353,vorkuta,67.5,64.0,23.11,95,82,8.99,RU,1717300649
354,port lincoln,-34.7333,135.8667,57.54,58,71,13.24,AU,1717300649
355,flying fish cove,-10.4217,105.6791,82.08,83,100,11.5,CX,1717300649
356,cannonvale,-20.2833,148.7,76.59,71,51,7.09,AU,1717300650
357,umluj,25.0213,37.2685,82.89,71,0,5.44,SA,1717300650
358,banikoara,11.2985,2.4386,82.17,67,34,3.42,BJ,1717300650
359,la sarre,48.8002,-79.1996,60.21,68,100,10.02,CA,1717300409
360,dunedin,-45.8742,170.5036,52.81,62,3,3.0,NZ,1717300650
